Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Social Support,Health Life Expectancy,Freedom,Trust (Government Corruption),Generosity,Year,Latitude,Longitude
North Cyprus,62,5.771,1.31141,0.81826,0.8414200000000001,0.43596,0.16577999999999998,0.26322,2016,35.2480359,33.6577243
Slovenia,63,5.768,1.2994700000000001,1.05613,0.79151,0.53164,0.03635,0.25738,2016,46.151241,14.995463
Peru,64,5.742999999999999,0.9960200000000001,0.81255,0.6299399999999999,0.37501999999999996,0.05292,0.14527,2016,-9.189967,-75.015152
Turkmenistan,65,5.6579999999999995,1.08017,1.03817,0.4400600000000001,0.37408,0.28467,0.22566999999999998,2016,38.969719,59.556278
Mauritius,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,2016,-20.348404,57.55215200000001
Libya,67,5.615,1.0668799999999998,0.95076,0.52304,0.40671999999999997,0.10339000000000001,0.17087,2016,26.3351,17.228331
Latvia,68,5.56,1.2178799999999999,0.95025,0.63952,0.27996,0.0889,0.17445,2016,56.879635,24.603189
Cyprus,69,5.546,1.31857,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,2016,35.126413,33.429859
Paraguay,70,5.537999999999999,0.8937299999999999,1.11111,0.58295,0.46235,0.07396,0.25296,2016,-23.442503,-58.443832
Romania,71,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,2016,45.943161,24.96676
Estonia,72,5.517,1.2796399999999999,1.0516299999999998,0.68098,0.41511000000000003,0.18519000000000002,0.08423,2016,58.595272,25.0136071
Jamaica,73,5.51,0.89333,0.96372,0.5946899999999999,0.43596999999999997,0.04294,0.22245,2016,18.109581,-77.297508
Croatia,74,5.4879999999999995,1.18649,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,2016,45.1,15.2000001
Hong Kong,75,5.4579999999999975,1.5107,0.87021,0.9527700000000001,0.48078999999999994,0.31647,0.40097,2016,22.3193039,114.1693611
Somalia,76,5.44,0.0,0.33613000000000004,0.11465999999999996,0.5677800000000001,0.3118,0.27225,2016,5.152149,46.199616
Kosovo,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2016,42.6026359,20.902977
Turkey,78,5.388999999999999,1.1649200000000002,0.8771700000000001,0.64718,0.23889000000000002,0.12347999999999999,0.04707,2016,38.963745,35.243322
Indonesia,79,5.314,0.95104,0.87625,0.49373999999999996,0.39237,0.00322,0.56521,2016,-0.789275,113.921327
Jordan,80,5.303,0.9967299999999999,0.86216,0.60712,0.36023,0.13297,0.14262,2016,36.1500042,-95.9882368
Azerbaijan,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,2016,40.143105,47.576927
Philippines,82,5.279,0.81217,0.87877,0.4703600000000001,0.5485399999999999,0.11757000000000001,0.21674000000000002,2016,12.879721,121.774017
China,83,5.245,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,2016,35.86166,104.195397
Bhutan,84,5.1960000000000015,0.8527,0.9083600000000001,0.49759,0.46074,0.1616,0.4854600000000001,2016,27.514162,90.433601
Kyrgyzstan,85,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.047619999999999996,0.38432,2016,41.20438,74.766098
Serbia,86,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,2016,44.016521,21.005859
Bosnia and Herzegovina,87,5.162999999999999,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,2016,43.915886,17.679076
Montenegro,88,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2016,42.708678,19.37439
Dominican Republic,89,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,2016,18.735693,-70.162651
Morocco,90,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,2016,31.791702,-7.092619999999999
Hungary,91,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,2016,47.162494,19.5033041
Pakistan,92,5.1320000000000014,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,2016,30.375321,69.34511599999999
Lebanon,93,5.129,1.12268,0.64184,0.76171,0.26228,0.030610000000000002,0.2369300000000001,2016,33.854721,35.862285
Portugal,94,5.122999999999998,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,2016,39.39987199999999,-8.224454
Macedonia,95,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.07047,0.23506999999999997,2016,41.608635,21.745275
Vietnam,96,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,2016,14.058324,108.277199
Somaliland Region,97,5.0569999999999995,0.25558000000000003,0.75862,0.33108000000000004,0.3913,0.36794,0.51479,2016,9.411743399999999,46.8252838
Tunisia,98,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.0817,0.03936,2016,33.886917,9.537499
Greece,99,5.033,1.24886,0.75473,0.80029,0.058220000000000015,0.04127,0.0,2016,39.074208,21.824312
Tajikistan,100,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,2016,38.861034,71.276093
Mongolia,101,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,2016,46.862496,103.846656
Laos,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43078999999999995,2016,19.85627,102.495496
Nigeria,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2016,9.081999,8.675277
Honduras,104,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,2016,15.199999,-86.241905
Iran,105,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.0557,0.38538,2016,32.427908,53.688046
Zambia,106,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,2016,-13.133897,27.849332
Nepal,107,4.793,0.4462600000000001,0.69699,0.50073,0.37012,0.07007999999999999,0.3816,2016,28.394857,84.12400799999999
Palestinian Territories,108,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.10613,0.11154000000000001,2016,31.952162,35.233154
Albania,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,2016,41.153332,20.168331
Bangladesh,110,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.12583,0.19132000000000002,2016,23.684994,90.356331
Sierra Leone,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,2016,8.460555,-11.779889
Iraq,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13635999999999998,0.19589,2016,33.223191,43.679291
Namibia,113,4.574,0.9328700000000001,0.70362,0.34745,0.48613999999999996,0.10397999999999999,0.07795,2016,-22.95764,18.49041
Cameroon,114,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2016,7.369721999999999,12.354722
Ethiopia,115,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.1717,0.29522,2016,9.145000000000001,40.489673
South Africa,116,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.08415,0.13656,2016,-30.559482,22.937506
Sri Lanka,117,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.07964,0.46978000000000003,2016,7.873053999999999,80.77179699999999
India,118,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.08722,0.25028,2016,20.593684,78.96288
Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.20243,0.81971,2016,21.916221,95.955974
Egypt,120,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.12705999999999998,2016,26.820553,30.802498
Armenia,121,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,2016,40.069099,45.038189
Kenya,122,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.06686,0.41328000000000004,2016,-0.023559,37.906193
Ukraine,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,2016,48.379433,31.1655799
Ghana,124,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.0326,0.21203000000000002,2016,7.946527,-1.023194
Congo (Kinshasa),125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458000000000003,2016,-4.038333,21.758664
Georgia,126,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.3188,0.06786,2016,32.1656221,-82.9000751
Congo (Brazzaville),127,4.2360000000000015,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.09752999999999999,0.12077,2016,-4.2633597,15.2428853
Senegal,128,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,2016,14.497401,-14.452362
Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.00615,0.12793,2016,42.733883,25.48583
Mauritania,130,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.17955,0.22685999999999998,2016,21.00789,-10.940835
Zimbabwe,131,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.08582000000000001,0.18503,2016,-19.015438,29.154857
Malawi,132,4.1560000000000015,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2016,-13.254308,34.301525
Sudan,133,4.138999999999999,0.63069,0.8192799999999999,0.29759,0.0,0.10039,0.18077000000000001,2016,12.862807,30.217636
Gabon,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.062439999999999996,2016,-0.803689,11.609444
Mali,135,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064000000000002,2016,17.570692,-3.996166
Haiti,136,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.14476,0.47958,2016,18.971187,-72.285215
Botswana,137,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.10769000000000001,0.12425,2016,-22.328474,24.684866
Comoros,138,3.9560000000000004,0.27509,0.60323,0.29980999999999997,0.15412,0.18437,0.1827,2016,-11.6455,43.3333
Ivory Coast,139,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,2016,7.539988999999999,-5.547079999999999
Cambodia,140,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,2016,12.565679,104.990963
Angola,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12070999999999996,2016,-11.202692,17.873887
Niger,142,3.8560000000000003,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.17176,0.2097,2016,17.607789,8.081666
South Sudan,143,3.832,0.39394,0.18519000000000002,0.15780999999999998,0.19662000000000002,0.13015,0.25899,2016,6.876991899999999,31.3069788
Chad,144,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.04952,0.18667,2016,15.454166,18.732207
Burkina Faso,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353000000000002,2016,12.238333,-1.561593
Uganda,145,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.06442,0.27102,2016,1.373333,32.290275
Yemen,147,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.058920000000000014,0.09821,2016,15.552727,48.516388
Madagascar,148,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.07506,0.2204,2016,-18.766947,46.869107
Tanzania,149,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.05099,0.31472,2016,-6.369028,34.888822
Liberia,150,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,2016,6.428055,-9.429499000000002
Guinea,151,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2016,9.945587,-9.696645
Rwanda,152,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.50521,0.23551999999999998,2016,-1.940278,29.873888
Benin,153,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.06681000000000001,0.2018,2016,9.30769,2.315834
Afghanistan,154,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.07112,0.31268,2016,33.93911,67.709953
Togo,155,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.11587,0.17517,2016,8.619543,0.824782
Syria,156,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.17232999999999998,0.48396999999999996,2016,34.80207499999999,38.996815
Burundi,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2016,-3.373056,29.918886
Norway,1,7.537000179290769,1.6164631843566901,1.53352355957031,0.796666502952576,0.635422587394714,0.31596383452415505,0.36201223731041,2017,60.47202399999999,8.468945999999999
Denmark,2,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.40077006816863997,0.3552804887294771,2017,56.26392,9.501785
Iceland,3,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.15352655947208402,0.47554022073745705,2017,64.963051,-19.020835
Switzerland,4,7.49399995803833,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.3670072853565221,0.29054927825927696,2017,46.818188,8.227511999999999
Finland,5,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.38261154294014,0.24548277258873,2017,61.92410999999999,25.7481511
Netherlands,6,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.282661825418472,0.47048982977867104,2017,52.132633,5.291265999999999
Canada,7,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,2017,56.130366,-106.346771
New Zealand,8,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.38281670212745705,0.500005125999451,2017,-40.900557,174.885971
Sweden,9,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.384398728609085,0.38539925217628496,2017,60.12816100000001,18.643501
Australia,10,7.28399991989136,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.301183730363846,0.47769924998283403,2017,-25.274398,133.775136
Israel,11,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.40598860383033797,0.0852421000599861,0.330082654953003,2017,31.046051,34.851612
Costa Rica,12,7.0789999961853,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.100106589496136,0.21461322903633104,2017,9.748916999999999,-83.753428
Austria,13,7.00600004196167,1.4870972633361799,1.4599449634552,0.8153284192085269,0.567766189575195,0.22106036543846105,0.316472321748734,2017,47.516231,14.550072
United States,14,6.993000030517581,1.54625928401947,1.4199205636978105,0.7742866277694699,0.505740523338318,0.135638788342476,0.392578780651093,2017,37.09024,-95.712891
Ireland,15,6.977000236511231,1.5357066392898602,1.5582311153411899,0.8097826242446899,0.5731103420257571,0.2983881533145901,0.42785832285881,2017,53.1423672,-7.692053599999999
Germany,16,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.33626917004585305,2017,51.165691,10.451526
Belgium,17,6.89099979400635,1.4637807607650801,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.251343131065369,0.2315033376216889,2017,50.503887,4.469936
Luxembourg,18,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.31883442401886,0.283180981874466,2017,49.815273,6.129582999999999
United Kingdom,19,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,2017,55.378051,-3.435973
Chile,20,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.0822879821062088,0.3266624212265011,2017,-35.675147,-71.542969
United Arab Emirates,21,6.6479997634887695,1.6263433694839498,1.2664102315902699,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,2017,23.424076,53.847818
Brazil,22,6.6350002288818395,1.1073532104492199,1.43130600452423,0.6165523529052729,0.437453746795654,0.11109276115894301,0.16234989464282998,2017,-14.235004,-51.92528
Czech Republic,23,6.60900020599365,1.35268235206604,1.4338852167129499,0.754444003105164,0.49094617366790794,0.0368729270994663,0.0881067588925362,2017,49.81749199999999,15.472962
Argentina,24,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.4945192039012911,0.059739887714385986,0.109457060694695,2017,-38.416097,-63.61667199999999
Mexico,25,6.57800006866455,1.1531838178634601,1.2108621597290001,0.709978997707367,0.412730008363724,0.132774114608765,0.12099043279886199,2017,23.634501,-102.552784
Singapore,26,6.57200002670288,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.46430778503417997,0.345965981483459,2017,1.352083,103.819836
Malta,27,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.153066068887711,0.5747305750846861,2017,35.937496,14.375416
Uruguay,28,6.4539999961853,1.2175596952438401,1.4122278690338101,0.719216823577881,0.5793922543525699,0.17806187272071802,0.175096929073334,2017,-32.522779,-55.765835
Guatemala,29,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.0772232785820961,0.283488392829895,2017,15.783471,-90.23075899999999
Panama,30,6.4520001411438,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.070983923971653,0.21055693924427,2017,8.537981,-80.782127
France,31,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.172502428293228,0.129762306809425,2017,46.227638,2.213749
Thailand,32,6.4239997863769505,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.0316127352416515,0.572123110294342,2017,15.870032,100.992541
Taiwan Province of China,33,6.42199993133545,1.4336265325546298,1.38456535339355,0.793984234333038,0.361466586589813,0.0638292357325554,0.258360475301743,2017,23.69781,120.960515
Spain,34,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.0709140971302986,0.190133571624756,2017,40.46366700000001,-3.74922
Qatar,35,6.375,1.8707656860351598,1.27429687976837,0.7100980877876278,0.604130983352661,0.4392992556095121,0.33047387003898604,2017,25.354826,51.183884
Colombia,36,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.47748741507530196,0.0466687418520451,0.14901447296142598,2017,4.570868,-74.297333
Saudi Arabia,37,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126004,0.147616013884544,2017,23.885942,45.079162
Trinidad and Tobago,38,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.00896481610834599,0.32529646158218395,2017,10.691803,-61.222503
Kuwait,39,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.49633759260177596,0.21515955030918105,0.228289797902107,2017,29.31166,47.481766
Slovakia,40,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2017,48.669026,19.699024
Bahrain,41,6.08699989318848,1.4884122610092199,1.3231104612350502,0.653133034706116,0.536746919155121,0.257042169570923,0.17266848683357194,2017,26.0667,50.5577
Malaysia,42,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619289,0.0656007081270218,0.416608929634094,2017,4.210484,101.975766
Nicaragua,43,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703,2017,12.865416,-85.207229
Ecuador,44,6.00799989700317,1.00082039833069,1.2861688137054401,0.685636222362518,0.4551981985569,0.140134647488594,0.15011246502399406,2017,-1.831239,-78.18340599999999
El Salvador,45,6.0029997825622585,0.9097844958305359,1.1821250915527302,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2017,13.794185,-88.89653
Poland,46,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,2017,51.919438,19.145136
Uzbekistan,47,5.97100019454956,0.786441087722778,1.5489691495895401,0.498272627592087,0.6582486629486078,0.246528223156929,0.41598364710807795,2017,41.377491,64.585262
Italy,48,5.96400022506714,1.3950666189193701,1.44492328166962,0.8531443476676941,0.256450712680817,0.0280280914157629,0.17278964817523998,2017,41.87194,12.56738
Russia,49,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,2017,61.52401,105.318756
Belize,50,5.955999851226809,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.0965810716152191,0.24001564085483604,2017,17.189877,-88.49765
Japan,51,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861208,0.505625545978546,0.163760736584663,0.12057276815175999,2017,36.204824,138.252924
Lithuania,52,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,2017,55.169438,23.881275
Algeria,53,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286,2017,28.033886,1.659626
Latvia,54,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.0738427266478539,0.153074786067009,2017,56.879635,24.603189
South Korea,55,5.837999820709231,1.40167844295502,1.1282744407653795,0.900214076042175,0.257921665906906,0.0632826685905457,0.206674367189407,2017,35.907757,127.766922
Moldova,56,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.0100912861526012,0.20877912640571605,2017,47.411631,28.369885
Romania,57,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.004387900698930029,0.133519917726517,2017,45.943161,24.96676
Bolivia,58,5.82299995422363,0.833756566047668,1.2276190519332901,0.4736302495002751,0.5587329268455511,0.0604777261614799,0.22556072473526,2017,-16.290154,-63.58865299999999
Turkmenistan,59,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.2592703402042389,0.24992498755454998,2017,38.969719,59.556278
Kazakhstan,60,5.8189997673034695,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.11928288638591802,0.20196442306041693,2017,48.019573,66.923684
North Cyprus,61,5.80999994277954,1.3469113111496,1.18630337715149,0.834647238254547,0.47120362520217896,0.155353352427483,0.266845703125,2017,35.2480359,33.6577243
Slovenia,62,5.75799989700317,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302,2017,46.151241,14.995463
Peru,63,5.71500015258789,1.0352252721786501,1.21877038478851,0.6301661133766171,0.4500028789043429,0.0470490865409374,0.126819714903831,2017,-9.189967,-75.015152
Mauritius,64,5.62900018692017,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844,2017,-20.348404,57.55215200000001
Cyprus,65,5.62099981307983,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167,2017,35.126413,33.429859
Estonia,66,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.18324892222881306,0.0988908112049103,2017,58.595272,25.0136071
Belarus,67,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,2017,53.709807,27.953389
Libya,68,5.525000095367429,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198,2017,26.3351,17.228331
Turkey,69,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,2017,38.963745,35.243322
Paraguay,70,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,2017,-23.442503,-58.443832
"Hong Kong S.A.R., China",71,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.29393374919891396,0.374465793371201,2017,22.3193039,114.1693611
Philippines,72,5.42999982833862,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.0993318930268288,0.193513423204422,2017,12.879721,121.774017
Serbia,73,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.0409037806093693,0.22012588381767292,2017,44.016521,21.005859
Jordan,74,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.11980327218771004,0.17217046022415194,2017,36.1500042,-95.9882368
Hungary,75,5.32399988174438,1.2860119342803995,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0366369374096394,0.0784016624093056,2017,47.162494,19.5033041
Jamaica,76,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.0552677810192108,0.23381833732128104,2017,18.109581,-77.297508
Croatia,77,5.2930002212524405,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,2017,45.1,15.2000001
Kosovo,78,5.27899980545044,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,2017,42.6026359,20.902977
China,79,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0227942746132612,0.0288068410009146,2017,35.86166,104.195397
Pakistan,80,5.26900005340576,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.12434806674718901,0.3154460191726681,2017,30.375321,69.34511599999999
Indonesia,81,5.26200008392334,0.995538592338562,1.2744446992874099,0.4923457205295561,0.443323463201523,0.0153171354904771,0.611704587936401,2017,-0.789275,113.921327
Venezuela,82,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0644911229610443,0.0650196298956871,2017,6.42375,-66.58973
Montenegro,83,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,2017,42.708678,19.37439
Morocco,84,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,2017,31.791702,-7.092619999999999
Azerbaijan,85,5.234000205993652,1.1536017656326298,1.15240025520325,0.5407757759094239,0.3981558382511141,0.180987507104874,0.0452693402767181,2017,40.143105,47.576927
Dominican Republic,86,5.230000019073491,1.07937383651733,1.4024167060852095,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,2017,18.735693,-70.162651
Greece,87,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.043289776891470004,0.0,2017,39.074208,21.824312
Lebanon,88,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.037513829767704,0.26445075869560203,2017,33.854721,35.862285
Portugal,89,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,2017,39.39987199999999,-8.224454
Bosnia and Herzegovina,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,2017,43.915886,17.679076
Honduras,91,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.23618887364864305,2017,15.199999,-86.241905
Macedonia,92,5.1750001907348615,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,2017,41.608635,21.745275
Somalia,93,5.151000022888179,0.0226431842893362,0.7211513519287109,0.11398913711309401,0.602126955986023,0.28241032361984303,0.291631311178207,2017,5.152149,46.199616
Vietnam,94,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.23496805131435397,2017,14.058324,108.277199
Nigeria,95,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.23094719648361198,2017,9.081999,8.675277
Tajikistan,96,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.14637714624404902,0.24899764358997306,2017,38.861034,71.276093
